id ,name,primary_type,secondary_type,hp,attack,defense,special_attack,special_defense,speed,evolution,is_baby,is_legendary,is_mythical,is_mega,generation,species
172,Pichu,Electric,,20,40,15,35,35,60,['Pikachu'],True,False,False,False,generation-ii,Pichu
173,Cleffa,Fairy,,50,25,28,45,55,15,['Clefairy'],True,False,False,False,generation-ii,Cleffa
174,Igglybuff,Normal,Fairy,90,30,15,40,20,15,['Jigglypuff'],True,False,False,False,generation-ii,Igglybuff
175,Togepi,Fairy,,35,20,65,40,65,20,['Togetic'],True,False,False,False,generation-ii,Togepi
176,Togetic,Fairy,Flying,55,40,85,80,105,40,['Togekiss'],False,False,False,False,generation-ii,Togetic
177,Natu,Psychic,Flying,40,50,45,70,45,70,['Xatu'],False,False,False,False,generation-ii,Natu
178,Xatu,Psychic,Flying,65,75,70,95,70,95,[],False,False,False,False,generation-ii,Xatu
179,Mareep,Electric,,55,40,40,65,45,35,['Flaaffy'],False,False,False,False,generation-ii,Mareep
180,Flaaffy,Electric,,70,55,55,80,60,45,['Ampharos'],False,False,False,False,generation-ii,Flaaffy
181,Ampharos,Electric,,90,75,85,115,90,55,[],False,False,False,False,generation-ii,Ampharos
10045,Ampharos-Mega,Electric,Dragon,90,95,105,165,110,45,[],False,False,False,True,generation-ii,Ampharos
182,Bellossom,Grass,,75,80,95,90,100,50,[],False,False,False,False,generation-ii,Bellossom
183,Marill,Water,Fairy,70,20,50,20,50,40,['Azumarill'],False,False,False,False,generation-ii,Marill
184,Azumarill,Water,Fairy,100,50,80,60,80,50,[],False,False,False,False,generation-ii,Azumarill
185,Sudowoodo,Rock,,70,100,115,30,65,30,[],False,False,False,False,generation-ii,Sudowoodo
186,Politoed,Water,,90,75,75,90,100,70,[],False,False,False,False,generation-ii,Politoed
187,Hoppip,Grass,Flying,35,35,40,35,55,50,['Skiploom'],False,False,False,False,generation-ii,Hoppip
188,Skiploom,Grass,Flying,55,45,50,45,65,80,['Jumpluff'],False,False,False,False,generation-ii,Skiploom
189,Jumpluff,Grass,Flying,75,55,70,55,95,110,[],False,False,False,False,generation-ii,Jumpluff
190,Aipom,Normal,,55,70,55,40,55,85,['Ambipom'],False,False,False,False,generation-ii,Aipom
191,Sunkern,Grass,,30,30,30,30,30,30,['Sunflora'],False,False,False,False,generation-ii,Sunkern
192,Sunflora,Grass,,75,75,55,105,85,30,[],False,False,False,False,generation-ii,Sunflora
193,Yanma,Bug,Flying,65,65,45,75,45,95,['Yanmega'],False,False,False,False,generation-ii,Yanma
194,Wooper,Water,Ground,55,45,45,25,25,15,"['Quagsire', 'Clodsire']",False,False,False,False,generation-ii,Wooper
10253,Wooper-Paldea,Poison,Ground,55,45,45,25,25,15,"['Quagsire', 'Clodsire']",False,False,False,False,generation-ii,Wooper
195,Quagsire,Water,Ground,95,85,85,65,65,35,[],False,False,False,False,generation-ii,Quagsire
196,Espeon,Psychic,,65,65,60,130,95,110,[],False,False,False,False,generation-ii,Espeon
197,Umbreon,Dark,,95,65,110,60,130,65,[],False,False,False,False,generation-ii,Umbreon
198,Murkrow,Dark,Flying,60,85,42,85,42,91,['Honchkrow'],False,False,False,False,generation-ii,Murkrow
199,Slowking,Water,Psychic,95,75,80,100,110,30,[],False,False,False,False,generation-ii,Slowking
10172,Slowking-Galar,Poison,Psychic,95,65,80,110,110,30,[],False,False,False,False,generation-ii,Slowking
200,Misdreavus,Ghost,,60,60,60,85,85,85,['Mismagius'],False,False,False,False,generation-ii,Misdreavus
201,Unown,Psychic,,48,72,48,72,48,48,[],False,False,False,False,generation-ii,Unown
202,Wobbuffet,Psychic,,190,33,58,33,58,33,[],False,False,False,False,generation-ii,Wobbuffet
203,Girafarig,Normal,Psychic,70,80,65,90,65,85,['Farigiraf'],False,False,False,False,generation-ii,Girafarig
204,Pineco,Bug,,50,65,90,35,35,15,['Forretress'],False,False,False,False,generation-ii,Pineco
205,Forretress,Bug,Steel,75,90,140,60,60,40,[],False,False,False,False,generation-ii,Forretress
206,Dunsparce,Normal,,100,70,70,65,65,45,['Dudunsparce'],False,False,False,False,generation-ii,Dunsparce
207,Gligar,Ground,Flying,65,75,105,35,65,85,['Gliscor'],False,False,False,False,generation-ii,Gligar
208,Steelix,Steel,Ground,75,85,200,55,65,30,[],False,False,False,False,generation-ii,Steelix
10072,Steelix-Mega,Steel,Ground,75,125,230,55,95,30,[],False,False,False,True,generation-ii,Steelix
209,Snubbull,Fairy,,60,80,50,40,40,30,['Granbull'],False,False,False,False,generation-ii,Snubbull
210,Granbull,Fairy,,90,120,75,60,60,45,[],False,False,False,False,generation-ii,Granbull
211,Qwilfish,Water,Poison,65,95,85,55,55,85,['Overqwil'],False,False,False,False,generation-ii,Qwilfish
10234,Qwilfish-Hisui,Dark,Poison,65,95,85,55,55,85,['Overqwil'],False,False,False,False,generation-ii,Qwilfish
212,Scizor,Bug,Steel,70,130,100,55,80,65,[],False,False,False,False,generation-ii,Scizor
10046,Scizor-Mega,Bug,Steel,70,150,140,65,100,75,[],False,False,False,True,generation-ii,Scizor
213,Shuckle,Bug,Rock,20,10,230,10,230,5,[],False,False,False,False,generation-ii,Shuckle
214,Heracross,Bug,Fighting,80,125,75,40,95,85,[],False,False,False,False,generation-ii,Heracross
10047,Heracross-Mega,Bug,Fighting,80,185,115,40,105,75,[],False,False,False,True,generation-ii,Heracross
215,Sneasel,Dark,Ice,55,95,55,35,75,115,"['Weavile', 'Sneasler']",False,False,False,False,generation-ii,Sneasel
10235,Sneasel-Hisui,Fighting,Poison,55,95,55,35,75,115,"['Weavile', 'Sneasler']",False,False,False,False,generation-ii,Sneasel
216,Teddiursa,Normal,,60,80,50,50,50,40,['Ursaring'],False,False,False,False,generation-ii,Teddiursa
217,Ursaring,Normal,,90,130,75,75,75,55,['Ursaluna'],False,False,False,False,generation-ii,Ursaring
218,Slugma,Fire,,40,40,40,70,40,20,['Magcargo'],False,False,False,False,generation-ii,Slugma
219,Magcargo,Fire,Rock,60,50,120,90,80,30,[],False,False,False,False,generation-ii,Magcargo
220,Swinub,Ice,Ground,50,50,40,30,30,50,['Piloswine'],False,False,False,False,generation-ii,Swinub
221,Piloswine,Ice,Ground,100,100,80,60,60,50,['Mamoswine'],False,False,False,False,generation-ii,Piloswine
222,Corsola,Water,Rock,65,55,95,65,95,35,['Cursola'],False,False,False,False,generation-ii,Corsola
10173,Corsola-Galar,Ghost,,60,55,100,65,100,30,['Cursola'],False,False,False,False,generation-ii,Corsola
223,Remoraid,Water,,35,65,35,65,35,65,['Octillery'],False,False,False,False,generation-ii,Remoraid
224,Octillery,Water,,75,105,75,105,75,45,[],False,False,False,False,generation-ii,Octillery
225,Delibird,Ice,Flying,45,55,45,65,45,75,[],False,False,False,False,generation-ii,Delibird
226,Mantine,Water,Flying,85,40,70,80,140,70,[],False,False,False,False,generation-ii,Mantine
227,Skarmory,Steel,Flying,65,80,140,40,70,70,[],False,False,False,False,generation-ii,Skarmory
10284,Skarmory-Mega,Steel,Flying,65,140,110,40,100,110,[],False,False,False,True,generation-ii,Skarmory
228,Houndour,Dark,Fire,45,60,30,80,50,65,['Houndoom'],False,False,False,False,generation-ii,Houndour
229,Houndoom,Dark,Fire,75,90,50,110,80,95,[],False,False,False,False,generation-ii,Houndoom
10048,Houndoom-Mega,Dark,Fire,75,90,90,140,90,115,[],False,False,False,True,generation-ii,Houndoom
230,Kingdra,Water,Dragon,75,95,95,95,95,85,[],False,False,False,False,generation-ii,Kingdra
231,Phanpy,Ground,,90,60,60,40,40,40,['Donphan'],False,False,False,False,generation-ii,Phanpy
232,Donphan,Ground,,90,120,120,60,60,50,[],False,False,False,False,generation-ii,Donphan
233,Porygon2,Normal,,85,80,90,105,95,60,['Porygon-Z'],False,False,False,False,generation-ii,Porygon2
234,Stantler,Normal,,73,95,62,85,65,85,['Wyrdeer'],False,False,False,False,generation-ii,Stantler
235,Smeargle,Normal,,55,20,35,20,45,75,[],False,False,False,False,generation-ii,Smeargle
236,Tyrogue,Fighting,,35,35,35,35,35,35,"['Hitmonlee', 'Hitmonchan', 'Hitmontop']",True,False,False,False,generation-ii,Tyrogue
237,Hitmontop,Fighting,,50,95,95,35,110,70,[],False,False,False,False,generation-ii,Hitmontop
238,Smoochum,Ice,Psychic,45,30,15,85,65,65,['Jynx'],True,False,False,False,generation-ii,Smoochum
239,Elekid,Electric,,45,63,37,65,55,95,['Electabuzz'],True,False,False,False,generation-ii,Elekid
240,Magby,Fire,,45,75,37,70,55,83,['Magmar'],True,False,False,False,generation-ii,Magby
241,Miltank,Normal,,95,80,105,40,70,100,[],False,False,False,False,generation-ii,Miltank
242,Blissey,Normal,,255,10,10,75,135,55,[],False,False,False,False,generation-ii,Blissey
243,Raikou,Electric,,90,85,75,115,100,115,[],False,True,False,False,generation-ii,Raikou
244,Entei,Fire,,115,115,85,90,75,100,[],False,True,False,False,generation-ii,Entei
245,Suicune,Water,,100,75,115,90,115,85,[],False,True,False,False,generation-ii,Suicune
246,Larvitar,Rock,Ground,50,64,50,45,50,41,['Pupitar'],False,False,False,False,generation-ii,Larvitar
247,Pupitar,Rock,Ground,70,84,70,65,70,51,['Tyranitar'],False,False,False,False,generation-ii,Pupitar
248,Tyranitar,Rock,Dark,100,134,110,95,100,61,[],False,False,False,False,generation-ii,Tyranitar
10049,Tyranitar-Mega,Rock,Dark,100,164,150,95,120,71,[],False,False,False,True,generation-ii,Tyranitar
249,Lugia,Psychic,Flying,106,90,130,90,154,110,[],False,True,False,False,generation-ii,Lugia
250,Ho-Oh,Fire,Flying,106,130,90,110,154,90,[],False,True,False,False,generation-ii,Ho-Oh
251,Celebi,Psychic,Grass,100,100,100,100,100,100,[],False,False,True,False,generation-ii,Celebi
252,Treecko,Grass,,40,45,35,65,55,70,['Grovyle'],False,False,False,False,generation-iii,Treecko
253,Grovyle,Grass,,50,65,45,85,65,95,['Sceptile'],False,False,False,False,generation-iii,Grovyle
254,Sceptile,Grass,,70,85,65,105,85,120,[],False,False,False,False,generation-iii,Sceptile
10065,Sceptile-Mega,Grass,Dragon,70,110,75,145,85,145,[],False,False,False,True,generation-iii,Sceptile
255,Torchic,Fire,,45,60,40,70,50,45,['Combusken'],False,False,False,False,generation-iii,Torchic
256,Combusken,Fire,Fighting,60,85,60,85,60,55,['Blaziken'],False,False,False,False,generation-iii,Combusken
257,Blaziken,Fire,Fighting,80,120,70,110,70,80,[],False,False,False,False,generation-iii,Blaziken
10050,Blaziken-Mega,Fire,Fighting,80,160,80,130,80,100,[],False,False,False,True,generation-iii,Blaziken
258,Mudkip,Water,,50,70,50,50,50,40,['Marshtomp'],False,False,False,False,generation-iii,Mudkip
259,Marshtomp,Water,Ground,70,85,70,60,70,50,['Swampert'],False,False,False,False,generation-iii,Marshtomp
260,Swampert,Water,Ground,100,110,90,85,90,60,[],False,False,False,False,generation-iii,Swampert
10064,Swampert-Mega,Water,Ground,100,150,110,95,110,70,[],False,False,False,True,generation-iii,Swampert
261,Poochyena,Dark,,35,55,35,30,30,35,['Mightyena'],False,False,False,False,generation-iii,Poochyena
262,Mightyena,Dark,,70,90,70,60,60,70,[],False,False,False,False,generation-iii,Mightyena
263,Zigzagoon,Normal,,38,30,41,30,41,60,['Linoone'],False,False,False,False,generation-iii,Zigzagoon
10174,Zigzagoon-Galar,Dark,Normal,38,30,41,30,41,60,['Linoone'],False,False,False,False,generation-iii,Zigzagoon
264,Linoone,Normal,,78,70,61,50,61,100,['Obstagoon'],False,False,False,False,generation-iii,Linoone
10175,Linoone-Galar,Dark,Normal,78,70,61,50,61,100,['Obstagoon'],False,False,False,False,generation-iii,Linoone
265,Wurmple,Bug,,45,45,35,20,30,20,"['Silcoon', 'Cascoon']",False,False,False,False,generation-iii,Wurmple
266,Silcoon,Bug,,50,35,55,25,25,15,['Beautifly'],False,False,False,False,generation-iii,Silcoon
267,Beautifly,Bug,Flying,60,70,50,100,50,65,[],False,False,False,False,generation-iii,Beautifly
268,Cascoon,Bug,,50,35,55,25,25,15,['Dustox'],False,False,False,False,generation-iii,Cascoon
269,Dustox,Bug,Poison,60,50,70,50,90,65,[],False,False,False,False,generation-iii,Dustox
270,Lotad,Water,Grass,40,30,30,40,50,30,['Lombre'],False,False,False,False,generation-iii,Lotad
271,Lombre,Water,Grass,60,50,50,60,70,50,['Ludicolo'],False,False,False,False,generation-iii,Lombre
272,Ludicolo,Water,Grass,80,70,70,90,100,70,[],False,False,False,False,generation-iii,Ludicolo
273,Seedot,Grass,,40,40,50,30,30,30,['Nuzleaf'],False,False,False,False,generation-iii,Seedot
274,Nuzleaf,Grass,Dark,70,70,40,60,40,60,['Shiftry'],False,False,False,False,generation-iii,Nuzleaf
275,Shiftry,Grass,Dark,90,100,60,90,60,80,[],False,False,False,False,generation-iii,Shiftry
276,Taillow,Normal,Flying,40,55,30,30,30,85,['Swellow'],False,False,False,False,generation-iii,Taillow
277,Swellow,Normal,Flying,60,85,60,75,50,125,[],False,False,False,False,generation-iii,Swellow
278,Wingull,Water,Flying,40,30,30,55,30,85,['Pelipper'],False,False,False,False,generation-iii,Wingull
279,Pelipper,Water,Flying,60,50,100,95,70,65,[],False,False,False,False,generation-iii,Pelipper
280,Ralts,Psychic,Fairy,28,25,25,45,35,40,['Kirlia'],False,False,False,False,generation-iii,Ralts
281,Kirlia,Psychic,Fairy,38,35,35,65,55,50,"['Gardevoir', 'Gallade']",False,False,False,False,generation-iii,Kirlia
282,Gardevoir,Psychic,Fairy,68,65,65,125,115,80,[],False,False,False,False,generation-iii,Gardevoir
10051,Gardevoir-Mega,Psychic,Fairy,68,85,65,165,135,100,[],False,False,False,True,generation-iii,Gardevoir
283,Surskit,Bug,Water,40,30,32,50,52,65,['Masquerain'],False,False,False,False,generation-iii,Surskit
284,Masquerain,Bug,Flying,70,60,62,100,82,80,[],False,False,False,False,generation-iii,Masquerain
285,Shroomish,Grass,,60,40,60,40,60,35,['Breloom'],False,False,False,False,generation-iii,Shroomish
286,Breloom,Grass,Fighting,60,130,80,60,60,70,[],False,False,False,False,generation-iii,Breloom
287,Slakoth,Normal,,60,60,60,35,35,30,['Vigoroth'],False,False,False,False,generation-iii,Slakoth
288,Vigoroth,Normal,,80,80,80,55,55,90,['Slaking'],False,False,False,False,generation-iii,Vigoroth
289,Slaking,Normal,,150,160,100,95,65,100,[],False,False,False,False,generation-iii,Slaking
290,Nincada,Bug,Ground,31,45,90,30,30,40,"['Ninjask', 'Shedinja']",False,False,False,False,generation-iii,Nincada
291,Ninjask,Bug,Flying,61,90,45,50,50,160,[],False,False,False,False,generation-iii,Ninjask
292,Shedinja,Bug,Ghost,1,90,45,30,30,40,[],False,False,False,False,generation-iii,Shedinja
293,Whismur,Normal,,64,51,23,51,23,28,['Loudred'],False,False,False,False,generation-iii,Whismur
294,Loudred,Normal,,84,71,43,71,43,48,['Exploud'],False,False,False,False,generation-iii,Loudred
295,Exploud,Normal,,104,91,63,91,73,68,[],False,False,False,False,generation-iii,Exploud
296,Makuhita,Fighting,,72,60,30,20,30,25,['Hariyama'],False,False,False,False,generation-iii,Makuhita
297,Hariyama,Fighting,,144,120,60,40,60,50,[],False,False,False,False,generation-iii,Hariyama
298,Azurill,Normal,Fairy,50,20,40,20,40,20,['Marill'],True,False,False,False,generation-iii,Azurill
299,Nosepass,Rock,,30,45,135,45,90,30,['Probopass'],False,False,False,False,generation-iii,Nosepass
300,Skitty,Normal,,50,45,45,35,35,50,['Delcatty'],False,False,False,False,generation-iii,Skitty
301,Delcatty,Normal,,70,65,65,55,55,90,[],False,False,False,False,generation-iii,Delcatty
302,Sableye,Dark,Ghost,50,75,75,65,65,50,[],False,False,False,False,generation-iii,Sableye
10066,Sableye-Mega,Dark,Ghost,50,85,125,85,115,20,[],False,False,False,True,generation-iii,Sableye
303,Mawile,Steel,Fairy,50,85,85,55,55,50,[],False,False,False,False,generation-iii,Mawile
10052,Mawile-Mega,Steel,Fairy,50,105,125,55,95,50,[],False,False,False,True,generation-iii,Mawile
304,Aron,Steel,Rock,50,70,100,40,40,30,['Lairon'],False,False,False,False,generation-iii,Aron
305,Lairon,Steel,Rock,60,90,140,50,50,40,['Aggron'],False,False,False,False,generation-iii,Lairon
306,Aggron,Steel,Rock,70,110,180,60,60,50,[],False,False,False,False,generation-iii,Aggron
10053,Aggron-Mega,Steel,,70,140,230,60,80,50,[],False,False,False,True,generation-iii,Aggron
307,Meditite,Fighting,Psychic,30,40,55,40,55,60,['Medicham'],False,False,False,False,generation-iii,Meditite
308,Medicham,Fighting,Psychic,60,60,75,60,75,80,[],False,False,False,False,generation-iii,Medicham
10054,Medicham-Mega,Fighting,Psychic,60,100,85,80,85,100,[],False,False,False,True,generation-iii,Medicham
309,Electrike,Electric,,40,45,40,65,40,65,['Manectric'],False,False,False,False,generation-iii,Electrike
310,Manectric,Electric,,70,75,60,105,60,105,[],False,False,False,False,generation-iii,Manectric
10055,Manectric-Mega,Electric,,70,75,80,135,80,135,[],False,False,False,True,generation-iii,Manectric
311,Plusle,Electric,,60,50,40,85,75,95,[],False,False,False,False,generation-iii,Plusle
312,Minun,Electric,,60,40,50,75,85,95,[],False,False,False,False,generation-iii,Minun
313,Volbeat,Bug,,65,73,75,47,85,85,[],False,False,False,False,generation-iii,Volbeat
314,Illumise,Bug,,65,47,75,73,85,85,[],False,False,False,False,generation-iii,Illumise
315,Roselia,Grass,Poison,50,60,45,100,80,65,['Roserade'],False,False,False,False,generation-iii,Roselia
316,Gulpin,Poison,,70,43,53,43,53,40,['Swalot'],False,False,False,False,generation-iii,Gulpin
317,Swalot,Poison,,100,73,83,73,83,55,[],False,False,False,False,generation-iii,Swalot
318,Carvanha,Water,Dark,45,90,20,65,20,65,['Sharpedo'],False,False,False,False,generation-iii,Carvanha
319,Sharpedo,Water,Dark,70,120,40,95,40,95,[],False,False,False,False,generation-iii,Sharpedo
10070,Sharpedo-Mega,Water,Dark,70,140,70,110,65,105,[],False,False,False,True,generation-iii,Sharpedo
320,Wailmer,Water,,130,70,35,70,35,60,['Wailord'],False,False,False,False,generation-iii,Wailmer
321,Wailord,Water,,170,90,45,90,45,60,[],False,False,False,False,generation-iii,Wailord
322,Numel,Fire,Ground,60,60,40,65,45,35,['Camerupt'],False,False,False,False,generation-iii,Numel
323,Camerupt,Fire,Ground,70,100,70,105,75,40,[],False,False,False,False,generation-iii,Camerupt
10087,Camerupt-Mega,Fire,Ground,70,120,100,145,105,20,[],False,False,False,True,generation-iii,Camerupt
324,Torkoal,Fire,,70,85,140,85,70,20,[],False,False,False,False,generation-iii,Torkoal
325,Spoink,Psychic,,60,25,35,70,80,60,['Grumpig'],False,False,False,False,generation-iii,Spoink
326,Grumpig,Psychic,,80,45,65,90,110,80,[],False,False,False,False,generation-iii,Grumpig
327,Spinda,Normal,,60,60,60,60,60,60,[],False,False,False,False,generation-iii,Spinda
328,Trapinch,Ground,,45,100,45,45,45,10,['Vibrava'],False,False,False,False,generation-iii,Trapinch
329,Vibrava,Ground,Dragon,50,70,50,50,50,70,['Flygon'],False,False,False,False,generation-iii,Vibrava
330,Flygon,Ground,Dragon,80,100,80,80,80,100,[],False,False,False,False,generation-iii,Flygon
331,Cacnea,Grass,,50,85,40,85,40,35,['Cacturne'],False,False,False,False,generation-iii,Cacnea
332,Cacturne,Grass,Dark,70,115,60,115,60,55,[],False,False,False,False,generation-iii,Cacturne
333,Swablu,Normal,Flying,45,40,60,40,75,50,['Altaria'],False,False,False,False,generation-iii,Swablu
334,Altaria,Dragon,Flying,75,70,90,70,105,80,[],False,False,False,False,generation-iii,Altaria
10067,Altaria-Mega,Dragon,Fairy,75,110,110,110,105,80,[],False,False,False,True,generation-iii,Altaria
335,Zangoose,Normal,,73,115,60,60,60,90,[],False,False,False,False,generation-iii,Zangoose
336,Seviper,Poison,,73,100,60,100,60,65,[],False,False,False,False,generation-iii,Seviper
337,Lunatone,Rock,Psychic,90,55,65,95,85,70,[],False,False,False,False,generation-iii,Lunatone
338,Solrock,Rock,Psychic,90,95,85,55,65,70,[],False,False,False,False,generation-iii,Solrock
339,Barboach,Water,Ground,50,48,43,46,41,60,['Whiscash'],False,False,False,False,generation-iii,Barboach
340,Whiscash,Water,Ground,110,78,73,76,71,60,[],False,False,False,False,generation-iii,Whiscash
341,Corphish,Water,,43,80,65,50,35,35,['Crawdaunt'],False,False,False,False,generation-iii,Corphish
342,Crawdaunt,Water,Dark,63,120,85,90,55,55,[],False,False,False,False,generation-iii,Crawdaunt
343,Baltoy,Ground,Psychic,40,40,55,40,70,55,['Claydol'],False,False,False,False,generation-iii,Baltoy
344,Claydol,Ground,Psychic,60,70,105,70,120,75,[],False,False,False,False,generation-iii,Claydol
345,Lileep,Rock,Grass,66,41,77,61,87,23,['Cradily'],False,False,False,False,generation-iii,Lileep
346,Cradily,Rock,Grass,86,81,97,81,107,43,[],False,False,False,False,generation-iii,Cradily
347,Anorith,Rock,Bug,45,95,50,40,50,75,['Armaldo'],False,False,False,False,generation-iii,Anorith
348,Armaldo,Rock,Bug,75,125,100,70,80,45,[],False,False,False,False,generation-iii,Armaldo
349,Feebas,Water,,20,15,20,10,55,80,['Milotic'],False,False,False,False,generation-iii,Feebas
350,Milotic,Water,,95,60,79,100,125,81,[],False,False,False,False,generation-iii,Milotic
351,Castform,Normal,,70,70,70,70,70,70,[],False,False,False,False,generation-iii,Castform
10013,Castform-Sunny,Fire,,70,70,70,70,70,70,[],False,False,False,False,generation-iii,Castform
10014,Castform-Rainy,Water,,70,70,70,70,70,70,[],False,False,False,False,generation-iii,Castform
10015,Castform-Snowy,Ice,,70,70,70,70,70,70,[],False,False,False,False,generation-iii,Castform
352,Kecleon,Normal,,60,90,70,60,120,40,[],False,False,False,False,generation-iii,Kecleon
353,Shuppet,Ghost,,44,75,35,63,33,45,['Banette'],False,False,False,False,generation-iii,Shuppet
354,Banette,Ghost,,64,115,65,83,63,65,[],False,False,False,False,generation-iii,Banette
10056,Banette-Mega,Ghost,,64,165,75,93,83,75,[],False,False,False,True,generation-iii,Banette
355,Duskull,Ghost,,20,40,90,30,90,25,['Dusclops'],False,False,False,False,generation-iii,Duskull
356,Dusclops,Ghost,,40,70,130,60,130,25,['Dusknoir'],False,False,False,False,generation-iii,Dusclops
357,Tropius,Grass,Flying,99,68,83,72,87,51,[],False,False,False,False,generation-iii,Tropius
358,Chimecho,Psychic,,75,50,80,95,90,65,[],False,False,False,False,generation-iii,Chimecho
10306,Chimecho-Mega,Psychic,Steel,75,50,110,135,120,65,[],False,False,False,True,generation-iii,Chimecho
359,Absol,Dark,,65,130,60,75,60,75,[],False,False,False,False,generation-iii,Absol
10057,Absol-Mega,Dark,,65,150,60,115,60,115,[],False,False,False,True,generation-iii,Absol
10307,Absol-Mega-Z,Dark,Ghost,65,154,60,75,60,151,[],False,False,False,True,generation-iii,Absol
360,Wynaut,Psychic,,95,23,48,23,48,23,['Wobbuffet'],True,False,False,False,generation-iii,Wynaut
361,Snorunt,Ice,,50,50,50,50,50,50,"['Glalie', 'Froslass']",False,False,False,False,generation-iii,Snorunt
362,Glalie,Ice,,80,80,80,80,80,80,[],False,False,False,False,generation-iii,Glalie
10074,Glalie-Mega,Ice,,80,120,80,120,80,100,[],False,False,False,True,generation-iii,Glalie
363,Spheal,Ice,Water,70,40,50,55,50,25,['Sealeo'],False,False,False,False,generation-iii,Spheal
364,Sealeo,Ice,Water,90,60,70,75,70,45,['Walrein'],False,False,False,False,generation-iii,Sealeo
365,Walrein,Ice,Water,110,80,90,95,90,65,[],False,False,False,False,generation-iii,Walrein
366,Clamperl,Water,,35,64,85,74,55,32,"['Huntail', 'Gorebyss']",False,False,False,False,generation-iii,Clamperl
367,Huntail,Water,,55,104,105,94,75,52,[],False,False,False,False,generation-iii,Huntail
368,Gorebyss,Water,,55,84,105,114,75,52,[],False,False,False,False,generation-iii,Gorebyss
369,Relicanth,Water,Rock,100,90,130,45,65,55,[],False,False,False,False,generation-iii,Relicanth
370,Luvdisc,Water,,43,30,55,40,65,97,[],False,False,False,False,generation-iii,Luvdisc
371,Bagon,Dragon,,45,75,60,40,30,50,['Shelgon'],False,False,False,False,generation-iii,Bagon
372,Shelgon,Dragon,,65,95,100,60,50,50,['Salamence'],False,False,False,False,generation-iii,Shelgon
373,Salamence,Dragon,Flying,95,135,80,110,80,100,[],False,False,False,False,generation-iii,Salamence
10089,Salamence-Mega,Dragon,Flying,95,145,130,120,90,120,[],False,False,False,True,generation-iii,Salamence
374,Beldum,Steel,Psychic,40,55,80,35,60,30,['Metang'],False,False,False,False,generation-iii,Beldum
375,Metang,Steel,Psychic,60,75,100,55,80,50,['Metagross'],False,False,False,False,generation-iii,Metang
376,Metagross,Steel,Psychic,80,135,130,95,90,70,[],False,False,False,False,generation-iii,Metagross
10076,Metagross-Mega,Steel,Psychic,80,145,150,105,110,110,[],False,False,False,True,generation-iii,Metagross
377,Regirock,Rock,,80,100,200,50,100,50,[],False,True,False,False,generation-iii,Regirock
378,Regice,Ice,,80,50,100,100,200,50,[],False,True,False,False,generation-iii,Regice
379,Registeel,Steel,,80,75,150,75,150,50,[],False,True,False,False,generation-iii,Registeel
380,Latias,Dragon,Psychic,80,80,90,110,130,110,[],False,True,False,False,generation-iii,Latias
10062,Latias-Mega,Dragon,Psychic,80,100,120,140,150,110,[],False,True,False,True,generation-iii,Latias
381,Latios,Dragon,Psychic,80,90,80,130,110,110,[],False,True,False,False,generation-iii,Latios
10063,Latios-Mega,Dragon,Psychic,80,130,100,160,120,110,[],False,True,False,True,generation-iii,Latios
382,Kyogre,Water,,100,100,90,150,140,90,[],False,True,False,False,generation-iii,Kyogre
10077,Kyogre-Primal,Water,,100,150,90,180,160,90,[],False,True,False,False,generation-iii,Kyogre
383,Groudon,Ground,,100,150,140,100,90,90,[],False,True,False,False,generation-iii,Groudon
10078,Groudon-Primal,Ground,Fire,100,180,160,150,90,90,[],False,True,False,False,generation-iii,Groudon
384,Rayquaza,Dragon,Flying,105,150,90,150,90,95,[],False,True,False,False,generation-iii,Rayquaza
10079,Rayquaza-Mega,Dragon,Flying,105,180,100,180,100,115,[],False,True,False,True,generation-iii,Rayquaza
385,Jirachi,Steel,Psychic,100,100,100,100,100,100,[],False,False,True,False,generation-iii,Jirachi
386,Deoxys-Normal,Psychic,,50,150,50,150,50,150,[],False,False,True,False,generation-iii,Deoxys
10001,Deoxys-Attack,Psychic,,50,180,20,180,20,150,[],False,False,True,False,generation-iii,Deoxys
10002,Deoxys-Defense,Psychic,,50,70,160,70,160,90,[],False,False,True,False,generation-iii,Deoxys
10003,Deoxys-Speed,Psychic,,50,95,90,95,90,180,[],False,False,True,False,generation-iii,Deoxys
387,Turtwig,Grass,,55,68,64,45,55,31,['Grotle'],False,False,False,False,generation-iv,Turtwig
388,Grotle,Grass,,75,89,85,55,65,36,['Torterra'],False,False,False,False,generation-iv,Grotle
389,Torterra,Grass,Ground,95,109,105,75,85,56,[],False,False,False,False,generation-iv,Torterra
390,Chimchar,Fire,,44,58,44,58,44,61,['Monferno'],False,False,False,False,generation-iv,Chimchar
391,Monferno,Fire,Fighting,64,78,52,78,52,81,['Infernape'],False,False,False,False,generation-iv,Monferno
392,Infernape,Fire,Fighting,76,104,71,104,71,108,[],False,False,False,False,generation-iv,Infernape
393,Piplup,Water,,53,51,53,61,56,40,['Prinplup'],False,False,False,False,generation-iv,Piplup
394,Prinplup,Water,,64,66,68,81,76,50,['Empoleon'],False,False,False,False,generation-iv,Prinplup
395,Empoleon,Water,Steel,84,86,88,111,101,60,[],False,False,False,False,generation-iv,Empoleon
396,Starly,Normal,Flying,40,55,30,30,30,60,['Staravia'],False,False,False,False,generation-iv,Starly
397,Staravia,Normal,Flying,55,75,50,40,40,80,['Staraptor'],False,False,False,False,generation-iv,Staravia
